EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Valentine,4.6,Control,1649.038032901802,BR-013
Normal,1.0,Variation2,1464.7644490938965,BR-016
Valentine,1.9,Control,1466.9718070870379,BR-002
Normal,1.0,Variation2,1136.5797800220257,BR-014
BlackFriday,1.2,Control,283.8372910056012,BR-005
BlackFriday,2.7,Variation1,1147.408925684427,BR-001
Normal,1.0,Control,1685.8614945508139,BR-016
Valentine,1.8,Control,1073.5837380265336,BR-013
Christmas,3.2,Control,940.9137469746298,BR-010
Christmas,2.4,Variation1,1526.5766440062678,BR-015
BlackFriday,1.6,Control,1375.2966514208065,BR-016
Christmas,2.5,Variation1,2230.8475028902258,BR-005
Christmas,2.5,Control,2530.129454128147,BR-007
Valentine,4.3,Variation2,1492.734609215564,BR-011
Normal,1.0,Control,1385.597140029139,BR-008
Normal,1.0,Variation1,846.4197038107801,BR-004
BlackFriday,1.5,Variation1,2104.3914949632435,BR-009
Christmas,1.3,Control,1913.7194231787641,BR-001
Normal,1.0,Control,519.1116575402633,BR-007
BlackFriday,4.4,Control,399.1916307091541,BR-011
Normal,1.0,Variation1,1354.601112131965,BR-012
Christmas,4.1,Variation1,2353.56226791162,BR-014
Normal,1.0,Control,1494.2748214708674,BR-016
Christmas,3.3,Variation2,1674.5649274022066,BR-003
BlackFriday,2.5,Variation1,1542.9357260530626,BR-007
Christmas,3.5,Control,985.1370934347569,BR-002
BlackFriday,2.1,Variation2,1004.508105402488,BR-004
Normal,1.0,Variation2,394.39511960482713,BR-012
BlackFriday,2.7,Variation2,701.907658518022,BR-002
Normal,1.0,Control,332.81440499287334,BR-016
Normal,1.0,Control,461.46441828680645,BR-004
Christmas,1.8,Variation2,1473.8877314159818,BR-007
Valentine,1.3,Control,1134.4493869875896,BR-011
Normal,1.0,Variation2,1062.870330829834,BR-014
Christmas,1.9,Control,1698.754447637026,BR-010
Christmas,2.3,Control,1577.0970233069093,BR-013
Normal,1.0,Variation1,786.6957863543756,BR-013
BlackFriday,4.5,Control,493.93181967271937,BR-007
Normal,1.0,Control,1147.8065139387202,BR-004
BlackFriday,4.3,Control,1475.1505380149583,BR-013
Normal,1.0,Variation1,-591.4068028043237,BR-010
BlackFriday,2.0,Variation1,852.3343140371697,BR-015
Christmas,1.3,Control,1377.4597712376567,BR-016
Valentine,3.2,Variation1,316.5091572663221,BR-015
Christmas,1.4,Control,118.42962734157238,BR-002
Christmas,4.1,Control,2663.208325957537,BR-011
Normal,1.0,Variation2,682.9612887365253,BR-009
Christmas,3.2,Control,189.77550857798158,BR-012
Valentine,4.3,Variation1,2100.528914221861,BR-002
Normal,1.0,Variation2,944.0967616063075,BR-011
Normal,1.0,Control,1088.8063618425494,BR-015
BlackFriday,2.7,Variation2,1647.041058557712,BR-016
Valentine,1.6,Control,1312.214780718254,BR-001
Valentine,3.8,Control,641.9291299671203,BR-012
BlackFriday,1.6,Control,847.8994317008058,BR-015
Christmas,2.1,Control,1643.791736275689,BR-008
BlackFriday,2.6,Control,1501.0087453406268,BR-008
BlackFriday,3.8,Variation2,962.0859101329837,BR-013
Normal,1.0,Variation2,500.18190522235085,BR-008
Christmas,2.4,Variation1,1329.1372965225316,BR-015
Christmas,4.3,Control,1372.8161121418004,BR-001
Valentine,4.2,Control,2076.9598101748393,BR-015
Christmas,4.1,Variation2,793.5055400383222,BR-016
Valentine,3.8,Variation1,1097.482371446141,BR-015
Normal,1.0,Control,1559.5271646135104,BR-004
Valentine,3.5,Control,2771.769378814017,BR-015
Valentine,1.5,Variation2,1377.7515220500875,BR-017
Valentine,1.4,Control,1127.6322230200676,BR-008
Valentine,1.7,Variation2,1396.5223395682135,BR-005
BlackFriday,4.4,Control,827.4016620558768,BR-011
Normal,1.0,Variation2,2277.9338822120185,BR-010
Valentine,2.5,Control,1524.1326296996067,BR-002
Valentine,2.4,Control,1665.058019028797,BR-004
Valentine,4.7,Variation1,1662.9677191715134,BR-014
Normal,1.0,Control,1617.6145308555465,BR-002
Christmas,4.0,Control,1744.7355435676143,BR-015
Christmas,2.2,Control,905.7096590750334,BR-002
Valentine,3.1,Control,-861.5814435759927,BR-014
Normal,1.0,Variation2,41.78417476089244,BR-007
Normal,1.0,Control,1771.4521561255556,BR-009
Valentine,4.4,Control,154.43077220972452,BR-006
Valentine,3.6,Variation2,1491.7823301130659,BR-009
Christmas,3.4,Variation2,1054.6033776831862,BR-015
Valentine,3.5,Variation1,3375.325229266636,BR-012
BlackFriday,4.2,Control,2082.418412090206,BR-017
Valentine,2.3,Variation1,1332.013368417828,BR-005
Normal,1.0,Control,1645.539045897997,BR-006
Normal,1.0,Control,2016.4124357041871,BR-008
Christmas,4.5,Control,2643.1267590405214,BR-003
Christmas,5.0,Control,2945.754623859906,BR-003
Normal,1.0,Variation1,1179.4001104957952,BR-002
Christmas,2.5,Variation2,843.7409145782169,BR-010
Valentine,2.2,Variation1,668.425328151339,BR-005
Christmas,1.1,Variation2,515.4553470856337,BR-004
Valentine,3.2,Control,2292.5349388505447,BR-003
Valentine,5.0,Control,323.65037245669674,BR-003
Valentine,3.7,Variation2,2086.592186715393,BR-017
Normal,1.0,Control,716.9379973255574,BR-011
BlackFriday,4.2,Variation1,346.1883239119356,BR-006
Normal,1.0,Control,878.3283019547952,BR-017
Normal,1.0,Control,655.6144594500915,BR-015
Normal,1.0,Control,985.9781127103155,BR-013
BlackFriday,4.6,Control,1486.5475476064112,BR-013
BlackFriday,3.5,Control,909.3922893753302,BR-005
Valentine,4.2,Variation2,1424.3774019253008,BR-016
Christmas,1.3,Control,1406.1178217274996,BR-013
BlackFriday,3.0,Variation1,1268.1196998837763,BR-017
Normal,1.0,Variation2,777.2408792712397,BR-012
Christmas,4.4,Control,1831.329811471522,BR-007
Valentine,2.8,Variation2,1184.6543068546844,BR-011
Valentine,1.8,Control,-943.8148713744388,BR-009
Christmas,3.4,Control,2083.525749606459,BR-006
Normal,1.0,Variation2,1346.692532367472,BR-016
Valentine,4.3,Variation2,1185.1712668258294,BR-015
BlackFriday,1.4,Control,1801.3370095736466,BR-015
Christmas,2.8,Variation2,1348.2948193902278,BR-006
Christmas,3.4,Control,2291.732922909944,BR-012
Valentine,1.7,Variation2,1753.3771881733473,BR-003
Normal,1.0,Variation2,1497.1578257371232,BR-001
BlackFriday,3.1,Control,915.3789873517954,BR-006
Valentine,1.0,Variation1,1766.0500640430666,BR-017
Valentine,2.5,Variation1,1037.4188005496853,BR-002
BlackFriday,3.1,Variation1,1349.1197288144315,BR-013
Normal,1.0,Control,363.24705103705196,BR-006
BlackFriday,2.3,Variation2,800.1536449990834,BR-002
BlackFriday,3.0,Variation2,728.6192308428497,BR-007
Valentine,2.3,Control,2291.0678840829128,BR-012
Valentine,4.9,Variation2,1484.4806667782188,BR-010
BlackFriday,2.6,Control,218.38212136702847,BR-001
Valentine,1.5,Variation2,1131.3520824127277,BR-011
BlackFriday,4.4,Control,244.17051901349225,BR-010
BlackFriday,4.6,Variation2,2835.6955989957846,BR-005
Christmas,1.1,Variation1,1291.2799778273625,BR-001
Christmas,1.4,Variation1,1166.2909756097956,BR-001
Christmas,2.9,Control,332.8474135580704,BR-010
Valentine,2.6,Control,1153.557456171344,BR-008
Christmas,2.1,Control,89.22611128202537,BR-008
Normal,1.0,Control,1661.1062790011313,BR-009
BlackFriday,1.2,Control,736.285856103035,BR-003
Valentine,3.9,Variation1,1939.954137078688,BR-003
BlackFriday,1.9,Variation2,1596.0883242403406,BR-011
Valentine,2.1,Control,934.071945111604,BR-008
BlackFriday,4.8,Control,1514.920103673807,BR-007
Christmas,1.8,Control,1159.8084223443366,BR-016
Normal,1.0,Variation2,1339.1348590349326,BR-010
Valentine,3.9,Variation1,1826.446858489434,BR-003
Normal,1.0,Control,2163.66365945406,BR-010
Normal,1.0,Control,1144.2535868029754,BR-002
Valentine,3.4,Control,439.2401112132122,BR-009
Valentine,4.3,Variation2,1894.9493802848606,BR-017
Christmas,3.5,Control,273.38793935330034,BR-014
Christmas,3.3,Control,913.9523175644597,BR-001
Christmas,1.4,Variation2,1198.566907212501,BR-007
Christmas,1.2,Control,1832.737923566959,BR-003
Normal,1.0,Control,1327.1936850831269,BR-014
BlackFriday,4.7,Control,1857.0669151495765,BR-003
Valentine,1.1,Control,949.0324920385705,BR-009
BlackFriday,3.3,Control,1478.7777850013567,BR-009
BlackFriday,1.5,Control,1632.7259967931554,BR-006
Valentine,2.1,Control,1923.9090896251967,BR-007
BlackFriday,1.7,Variation2,2054.803437929429,BR-016
Normal,1.0,Control,1271.6000693710698,BR-011
Normal,1.0,Control,824.2152930468583,BR-007
BlackFriday,2.3,Variation2,739.9692063692551,BR-009
Christmas,4.9,Control,460.99896377832346,BR-016
BlackFriday,4.6,Control,1282.4076784889187,BR-006
Normal,1.0,Control,244.37387633301321,BR-011
Valentine,2.5,Control,1490.871263796004,BR-002
BlackFriday,4.7,Control,2531.64459874582,BR-016
Valentine,4.0,Control,1155.3298522745586,BR-002
Valentine,1.1,Variation2,-995.5380786488902,BR-015
Christmas,4.4,Control,942.5887249317516,BR-010
BlackFriday,2.1,Control,1202.3413195070088,BR-003
Valentine,1.3,Control,835.5642136217157,BR-001
Normal,1.0,Control,427.5479214156669,BR-013
Christmas,2.3,Control,1842.780769435713,BR-014
Normal,1.0,Variation2,1034.7290974090283,BR-006
Christmas,2.7,Variation2,1941.805315342431,BR-007
Christmas,3.0,Control,-1841.088229637372,BR-013
Christmas,3.8,Variation2,1682.397832110321,BR-014
Valentine,1.7,Control,763.8256521451616,BR-017
Normal,1.0,Variation1,712.4145446621945,BR-014
BlackFriday,3.8,Control,1881.952070846312,BR-002
Normal,1.0,Control,853.4358422255443,BR-017
BlackFriday,2.1,Control,1844.1534907827013,BR-007
Christmas,2.9,Control,1137.0781867562416,BR-017
Valentine,1.6,Variation2,1041.8262620405267,BR-016
Normal,1.0,Control,1437.600368566959,BR-002
Normal,1.0,Control,818.4265758237037,BR-013
Christmas,4.9,Control,2317.5661581056866,BR-017
BlackFriday,2.7,Variation1,1808.7146735492838,BR-009
Valentine,4.3,Control,-722.0273673074045,BR-011
Christmas,3.0,Control,273.9669577866779,BR-014
BlackFriday,1.1,Variation2,767.1684274966426,BR-005
BlackFriday,3.3,Control,1508.6438368795857,BR-007
Christmas,3.4,Control,909.794733300883,BR-017
BlackFriday,2.4,Variation2,937.7523769239982,BR-002
Valentine,4.7,Variation1,-929.2803583170581,BR-008
Normal,1.0,Control,1333.7747094040728,BR-015
Normal,1.0,Variation1,267.2850055510728,BR-012
Normal,1.0,Variation2,488.92827368376896,BR-012
Christmas,3.9,Control,1284.2076912273633,BR-007
Christmas,4.5,Variation2,1652.7370878198776,BR-011
BlackFriday,2.7,Control,1339.0343959390275,BR-002
Normal,1.0,Variation1,1424.822125928037,BR-006
BlackFriday,4.1,Variation2,913.3797713427019,BR-013
Christmas,2.4,Variation1,958.8018391107688,BR-002
BlackFriday,2.8,Variation2,1845.038435539786,BR-012
Normal,1.0,Control,1439.4190418754188,BR-009
Valentine,4.2,Variation1,1798.6662091766439,BR-011
Christmas,3.4,Control,1390.2071071724486,BR-007
BlackFriday,3.3,Control,279.96169616782674,BR-008
BlackFriday,1.6,Control,272.9311610399661,BR-008
Christmas,4.1,Variation2,2274.875252822246,BR-017
Valentine,2.1,Control,1483.6260076888855,BR-010
BlackFriday,2.0,Control,2179.854138078005,BR-003
Normal,1.0,Variation1,468.55380273866814,BR-009
BlackFriday,4.4,Variation2,2414.482070170757,BR-004
BlackFriday,1.2,Control,682.0963132090868,BR-006
Normal,1.0,Control,799.5011963021897,BR-008
Christmas,5.0,Control,2816.755055571475,BR-016
Christmas,2.0,Control,-1886.0454833298272,BR-002
Normal,1.0,Control,340.64009831148354,BR-008
Christmas,3.0,Variation1,2068.238386037173,BR-009
Christmas,1.3,Control,618.3059002041439,BR-007
Valentine,3.9,Control,1219.7413713697404,BR-009
Christmas,2.9,Variation1,1010.8175697661524,BR-015
BlackFriday,2.8,Control,1405.6804245253468,BR-007
Valentine,4.2,Control,1745.355746523587,BR-010
Normal,1.0,Variation2,1395.940126536506,BR-008
Christmas,2.3,Variation1,1871.4458717488685,BR-011
Valentine,2.3,Control,1543.1035575541175,BR-011
BlackFriday,4.9,Variation2,1101.1573870521695,BR-016
Valentine,3.2,Variation1,658.8906801571161,BR-013
Normal,1.0,Control,1685.0548537069817,BR-012
Valentine,2.6,Variation2,372.91105882411006,BR-017
Normal,1.0,Variation1,1955.821523769904,BR-005
Valentine,4.6,Control,1428.5250341593157,BR-002
Valentine,2.6,Control,1352.961944247178,BR-003
Normal,1.0,Control,-261.9146167161089,BR-012
Normal,1.0,Control,-972.0953714893872,BR-012
BlackFriday,4.9,Control,1945.3418751990885,BR-011
Christmas,2.5,Control,1003.0065682707899,BR-017
Christmas,2.6,Control,1446.2741830699672,BR-002
Christmas,2.3,Variation2,2061.5692718655732,BR-007
Valentine,1.2,Variation2,-1291.643808827943,BR-017
Normal,1.0,Control,410.7638539443098,BR-008
Valentine,1.5,Variation2,1199.4823332596175,BR-003
Normal,1.0,Control,1576.5454114642275,BR-001
BlackFriday,5.0,Variation1,1311.270202540645,BR-005
Valentine,3.1,Variation2,1794.9286875301439,BR-009
Normal,1.0,Control,1299.1645863545157,BR-016
Normal,1.0,Control,1209.8624693929014,BR-010
Valentine,3.5,Variation2,1644.2907344699108,BR-008
BlackFriday,3.8,Control,1027.9834599630417,BR-013
BlackFriday,2.9,Control,1444.1727883903723,BR-001
Normal,1.0,Control,1611.7899839404881,BR-014
Christmas,3.9,Variation1,1136.5086763187655,BR-009
Christmas,4.7,Control,-546.7643323876821,BR-009
Normal,1.0,Variation2,1012.3983345864967,BR-016
Christmas,2.5,Variation2,1649.1505180344539,BR-011
Christmas,2.4,Control,1028.724104560443,BR-013
Christmas,4.4,Variation1,102.34870577532507,BR-008
Normal,1.0,Variation1,-1027.5752906429461,BR-014
Normal,1.0,Control,1034.5196558185935,BR-006
BlackFriday,3.5,Variation1,548.8456743004052,BR-006
BlackFriday,3.3,Variation1,2325.570415964758,BR-005
Valentine,3.4,Variation2,987.468509638252,BR-006
Valentine,3.6,Control,1952.2257554872556,BR-004
Normal,1.0,Variation1,913.4052345647038,BR-011
Valentine,2.4,Variation2,2134.5824892232918,BR-009
Valentine,1.4,Control,1132.2438177144693,BR-009
Christmas,1.3,Variation2,1.0376564456035104,BR-013
Christmas,2.9,Variation2,1800.1497155813506,BR-006
Valentine,3.0,Variation1,1465.99752067746,BR-013
Normal,1.0,Variation2,2202.1691493984454,BR-012
Valentine,1.6,Control,1233.1531200810214,BR-012
Valentine,2.9,Control,921.7613558969539,BR-013
Valentine,1.7,Variation2,1332.4066474528836,BR-011
Valentine,2.2,Control,2154.5415589303934,BR-014
Normal,1.0,Control,849.7919837336357,BR-015
Valentine,2.7,Variation2,1756.8243469372283,BR-016
Valentine,1.5,Control,805.6423394167919,BR-011
Christmas,3.7,Control,2470.6728988491222,BR-015
Normal,1.0,Control,329.3020846837192,BR-015
Normal,1.0,Variation2,579.1967873980667,BR-005
Christmas,3.9,Variation1,-1830.0106481614548,BR-015
Valentine,2.7,Control,1147.7094400730357,BR-011
Christmas,1.6,Control,377.1335426905345,BR-008
BlackFriday,1.0,Control,66.56712204472014,BR-012
Normal,1.0,Control,454.1389031491321,BR-002
BlackFriday,3.9,Control,2745.6336235129493,BR-001
Valentine,3.9,Variation2,1141.1502044192537,BR-002
Christmas,3.7,Variation1,1666.4122527839716,BR-004
Valentine,1.1,Control,374.94215900738374,BR-013
BlackFriday,2.0,Variation2,639.4570950588959,BR-011
BlackFriday,3.8,Variation1,1603.0178352539665,BR-013
BlackFriday,1.7,Variation1,1853.7892988754415,BR-007
Christmas,2.2,Control,532.4352425562702,BR-002
Normal,1.0,Control,1700.8845510933688,BR-015
Christmas,3.1,Control,2089.896517455737,BR-004
BlackFriday,2.6,Control,1635.477565237583,BR-009
Christmas,2.9,Control,250.47210639415687,BR-009
BlackFriday,3.3,Variation1,649.71756300524,BR-002
Normal,1.0,Control,1124.5821103847763,BR-013
Valentine,2.4,Control,864.0322735110748,BR-008
BlackFriday,1.0,Variation1,1700.4114445925136,BR-003
Christmas,4.2,Control,1774.9615672714594,BR-008
Valentine,2.9,Variation2,2578.604575337227,BR-017
Christmas,2.6,Control,2005.383431659201,BR-010
Normal,1.0,Control,1253.5789934158104,BR-002
Christmas,4.2,Control,453.9267137915439,BR-002
Christmas,4.3,Control,-2329.8005100344344,BR-013
Christmas,2.1,Control,902.8185154875957,BR-016
BlackFriday,1.3,Variation2,611.2135789840986,BR-006
Valentine,2.9,Control,520.2285304500064,BR-006
BlackFriday,1.9,Variation2,998.3348901916983,BR-004
Normal,1.0,Variation1,1789.499886065878,BR-010
BlackFriday,2.5,Variation1,1177.1710447289,BR-006
Christmas,3.2,Control,1552.8974723563297,BR-001
BlackFriday,1.7,Variation1,1696.6605838760395,BR-014
Valentine,3.6,Control,1069.0414150592621,BR-013
Valentine,3.5,Control,1213.1003064146464,BR-017
Normal,1.0,Control,1948.880169443096,BR-006
Valentine,2.5,Variation2,1030.1112466490556,BR-016
Valentine,3.0,Control,1676.2881536441062,BR-013
Valentine,2.9,Variation2,1419.410074791234,BR-010
Christmas,2.3,Control,1227.8418847315172,BR-014
Normal,1.0,Control,271.7643701765764,BR-006
Normal,1.0,Control,742.4779370349823,BR-016
Normal,1.0,Control,1134.674016952633,BR-001
Normal,1.0,Control,568.7780515371209,BR-012
Valentine,2.0,Variation2,474.7669950401325,BR-016
BlackFriday,2.7,Variation2,2099.7222584698543,BR-008
BlackFriday,4.6,Control,674.366333033079,BR-007
Normal,1.0,Variation2,78.3717776515369,BR-013
Christmas,1.9,Variation2,1692.7024104768,BR-008
BlackFriday,2.1,Control,2051.4837002805775,BR-012
BlackFriday,2.3,Variation1,1683.2750006469696,BR-004
Normal,1.0,Variation2,1916.0695058412261,BR-008
Christmas,2.7,Control,2502.7317354755237,BR-011
Christmas,4.1,Variation2,778.1309192512723,BR-005
BlackFriday,2.6,Variation2,600.7457512598301,BR-005
Valentine,3.3,Variation1,1097.2596534736392,BR-013
BlackFriday,2.5,Control,1148.576588015023,BR-013
Normal,1.0,Variation1,1136.2527748860534,BR-006
Valentine,1.3,Control,1320.9916650164366,BR-016
Valentine,3.3,Control,1464.1107574578725,BR-007
Normal,1.0,Variation1,17.629831941326167,BR-012
BlackFriday,1.6,Control,1570.0277236023285,BR-008
Normal,1.0,Variation1,1214.313158301117,BR-014
BlackFriday,2.2,Control,1606.5552030475162,BR-012
BlackFriday,1.9,Variation2,1308.720993034414,BR-001
Normal,1.0,Variation2,700.2831780184875,BR-009
Valentine,3.4,Control,1801.528418586896,BR-006
BlackFriday,1.1,Control,825.3465559088919,BR-010
Valentine,2.9,Variation2,1933.4439816251045,BR-008
Normal,1.0,Variation1,1025.006818345116,BR-015
Valentine,1.4,Control,1404.5727288962796,BR-015
Normal,1.0,Control,1401.9956712800602,BR-002
Valentine,3.9,Control,1196.9783981204769,BR-016
Christmas,2.3,Variation2,-1307.2024118734735,BR-015
Valentine,2.4,Control,-1622.1133587612633,BR-005
Normal,1.0,Control,1647.6973297568243,BR-013
Christmas,5.0,Control,1689.9325857585377,BR-015
Valentine,3.0,Control,2129.617269040972,BR-016
BlackFriday,1.9,Control,977.7239952204501,BR-013
BlackFriday,1.5,Control,1772.4009539116935,BR-011
Valentine,2.1,Variation1,1044.6881083044611,BR-001
Valentine,2.5,Control,1177.1566185779284,BR-009
BlackFriday,2.4,Variation1,500.5499764022281,BR-001
BlackFriday,2.3,Control,1030.536277133776,BR-017
BlackFriday,2.6,Variation2,1659.3917732798338,BR-009
BlackFriday,3.7,Control,1660.0499896195302,BR-012
Normal,1.0,Control,1043.7961328992642,BR-003
Christmas,3.3,Variation2,1736.5414596182586,BR-009
BlackFriday,2.7,Control,2064.8126993101005,BR-012
Christmas,1.7,Variation1,1655.6644974168673,BR-010
Valentine,4.2,Control,273.0079471033592,BR-010
Valentine,3.1,Control,1080.022216101793,BR-016
BlackFriday,1.6,Variation2,270.3307939181829,BR-010
Christmas,4.3,Variation1,1152.4032737906466,BR-010
Valentine,2.8,Control,1628.0817979114279,BR-014
BlackFriday,3.3,Variation1,1808.2919835039781,BR-015
BlackFriday,1.1,Control,892.1278375580223,BR-015
BlackFriday,1.1,Variation2,-1345.2290672193374,BR-010
BlackFriday,1.7,Control,1446.3117129562108,BR-006
BlackFriday,2.1,Variation1,1822.141672245369,BR-001
Valentine,1.9,Variation2,1003.105938964661,BR-001
BlackFriday,4.1,Control,746.3686905021764,BR-004
Normal,1.0,Control,526.0633490722654,BR-007
Christmas,4.3,Variation2,1761.0979309268323,BR-016
BlackFriday,1.2,Variation2,1066.3007763404864,BR-017
Christmas,4.6,Control,1305.0155654162418,BR-002
Normal,1.0,Control,923.8359300896904,BR-009
Christmas,4.3,Variation2,1755.7657979429732,BR-007
Normal,1.0,Control,1788.5965084241066,BR-003
Normal,1.0,Variation2,1526.4989239138795,BR-015
Normal,1.0,Control,-682.1030575855867,BR-015
Normal,1.0,Variation1,970.2000593376621,BR-017
Valentine,1.3,Control,1215.4432527073384,BR-008
Valentine,3.6,Control,1540.22615083032,BR-016
Normal,1.0,Variation2,1142.0273483943108,BR-008
Normal,1.0,Variation1,1468.1550668656869,BR-002
BlackFriday,3.5,Variation2,946.8714145789934,BR-002
Valentine,3.2,Control,346.988842601468,BR-010
Valentine,4.4,Variation1,1600.2167495813026,BR-015
Christmas,2.2,Control,411.0282176659505,BR-004
Christmas,2.6,Variation1,1986.6863919371904,BR-008
Christmas,2.3,Control,2028.9025684152655,BR-012
Christmas,1.9,Variation1,386.5543010079044,BR-002
Normal,1.0,Control,1012.954561935668,BR-005
BlackFriday,3.5,Variation2,1233.7329832449984,BR-015
Normal,1.0,Control,991.1002287412377,BR-013
Normal,1.0,Variation1,870.0831452821311,BR-007
Christmas,1.6,Variation2,834.6810449080382,BR-001
BlackFriday,4.5,Control,308.78595864709763,BR-016
Christmas,2.1,Control,728.5617515595978,BR-008
BlackFriday,4.8,Variation2,1226.8071869394266,BR-002
Normal,1.0,Control,1289.3517556488212,BR-003
Normal,1.0,Variation1,830.3376008953986,BR-004
Normal,1.0,Variation1,1133.2260830157234,BR-010
Valentine,2.3,Variation1,1242.702334508545,BR-016
Normal,1.0,Variation1,891.5022627235898,BR-001
Christmas,1.8,Variation2,1210.0902367498493,BR-015
BlackFriday,1.2,Variation2,23.52193182649525,BR-001
BlackFriday,3.9,Control,609.881829549548,BR-014
Normal,1.0,Variation2,1072.563327223338,BR-017
Normal,1.0,Control,1326.5705735495997,BR-003
Valentine,4.1,Control,-2451.690418747522,BR-007
Christmas,1.7,Variation1,754.95010557731,BR-010
Normal,1.0,Control,554.4335467143878,BR-004
Christmas,4.8,Control,2081.5871653785675,BR-005
BlackFriday,2.0,Control,332.1338339026697,BR-017
Christmas,3.6,Variation1,2457.8669770300116,BR-010
Valentine,2.4,Variation2,1372.6907123047297,BR-017
Christmas,4.4,Control,1062.2996702638322,BR-001
BlackFriday,1.7,Control,1079.3533447694797,BR-011
Normal,1.0,Control,2127.679427025965,BR-006
BlackFriday,3.2,Control,1146.646470542038,BR-015
Valentine,3.2,Variation2,1434.9416357077675,BR-002
BlackFriday,2.4,Control,1631.2622131936996,BR-003
Normal,1.0,Control,1696.9961349913688,BR-005
Christmas,4.1,Control,1925.8041843768965,BR-011
Normal,1.0,Variation1,1082.3930812260594,BR-007
Valentine,3.7,Control,2213.243806833366,BR-007
Valentine,4.2,Control,1976.5504222511818,BR-008
Normal,1.0,Control,1379.5771949754478,BR-010
Normal,1.0,Control,741.8510509333557,BR-014
BlackFriday,2.5,Variation2,2106.114242075828,BR-015
Christmas,4.8,Control,1262.549348545055,BR-010
Christmas,3.9,Control,1816.8733779882828,BR-016
Valentine,3.3,Control,1034.8732369146935,BR-013
Valentine,4.3,Variation1,1226.1108394268103,BR-003
BlackFriday,1.7,Control,1312.5463719922332,BR-008
Valentine,2.1,Control,1949.8103816868484,BR-002
Christmas,2.3,Control,1321.0697906710488,BR-006
Valentine,2.7,Variation1,756.487680917778,BR-012
Normal,1.0,Variation2,1450.0868802738923,BR-001
BlackFriday,3.9,Variation2,-1099.9248791235202,BR-001
Valentine,4.8,Variation2,650.8792841272025,BR-015
BlackFriday,4.4,Control,1223.9440086701868,BR-013
Normal,1.0,Control,1402.494442633568,BR-003
Normal,1.0,Variation2,1944.395668816607,BR-014
Normal,1.0,Control,1189.3672570076083,BR-007
Normal,1.0,Variation1,2309.52923463164,BR-005
Christmas,2.6,Control,725.1423626673028,BR-011
Valentine,3.3,Control,1497.0004488929594,BR-015
BlackFriday,4.8,Variation1,1893.762884261391,BR-003
Christmas,2.0,Control,1024.9522209955128,BR-015
Normal,1.0,Variation1,516.5418872426313,BR-015
Christmas,1.5,Control,1185.9769318094043,BR-010
Valentine,4.5,Control,645.7879629370293,BR-003
BlackFriday,3.9,Control,1341.953333278244,BR-011
Christmas,4.8,Variation2,-764.4347605632001,BR-005
Christmas,3.0,Control,1134.724368119611,BR-010
Normal,1.0,Control,554.1397784446216,BR-002
Valentine,1.9,Variation1,1893.0431151227922,BR-014
Christmas,4.5,Control,1949.3694567722632,BR-003
Christmas,1.7,Control,898.3897739509541,BR-005
Normal,1.0,Control,795.2433269509559,BR-005
Normal,1.0,Control,917.8807805953447,BR-008
Valentine,2.5,Control,780.0584268777874,BR-013
Valentine,1.9,Control,160.86900130385376,BR-006
Valentine,3.8,Variation2,1333.7378417780483,BR-015
BlackFriday,1.4,Variation2,1091.265560184953,BR-015
Valentine,2.7,Variation1,1686.5820988664022,BR-007
Valentine,1.9,Control,1674.7837666205205,BR-002
BlackFriday,5.0,Variation1,1447.5040974860506,BR-001
Christmas,1.0,Control,1333.2759654349234,BR-003
BlackFriday,4.6,Variation2,2364.3576821382117,BR-007
Christmas,2.6,Variation2,1198.900653137652,BR-012
Valentine,4.9,Variation1,-2224.9548149151065,BR-012
BlackFriday,1.3,Control,1484.4231831911275,BR-010
BlackFriday,1.4,Control,668.7323126545068,BR-015
BlackFriday,1.4,Variation2,226.33183707397353,BR-007
Christmas,3.4,Control,2142.6489757470604,BR-010
Valentine,1.4,Control,1411.9054672351556,BR-009
Normal,1.0,Variation2,1017.3976036646051,BR-012
BlackFriday,4.3,Control,1149.7557521456974,BR-005
Christmas,1.4,Control,798.0894781759858,BR-008
Normal,1.0,Variation2,1337.6654161848473,BR-004
Christmas,3.8,Variation1,1900.458460460895,BR-007
Normal,1.0,Variation2,1183.6264284855188,BR-001
Normal,1.0,Control,859.0191074153794,BR-010
Christmas,2.2,Control,1083.4430999897545,BR-011
Valentine,2.2,Variation2,1503.4504262252387,BR-001
Valentine,4.0,Control,1571.5105084036713,BR-009
Christmas,5.0,Control,2104.4173975428616,BR-016
Valentine,2.5,Control,1490.3228628470818,BR-004
BlackFriday,1.9,Control,1608.5778203074415,BR-005
BlackFriday,4.2,Control,1535.0727322985053,BR-008
BlackFriday,4.7,Variation1,1051.9045996797076,BR-006
Christmas,3.2,Control,2084.0559522860854,BR-015
Christmas,3.3,Control,2024.8974102777102,BR-007
Christmas,3.0,Control,1120.1845409615723,BR-012
BlackFriday,1.4,Variation2,1853.080999832273,BR-003
BlackFriday,4.8,Variation1,1989.60066270687,BR-010
Normal,1.0,Control,1211.1305699713698,BR-017
BlackFriday,3.2,Control,1257.9938707040674,BR-009
Christmas,1.1,Control,175.276100077525,BR-008
Valentine,4.6,Variation2,1473.156633842289,BR-013
BlackFriday,4.1,Control,1554.728543112425,BR-006
Valentine,3.4,Control,1458.5233247457581,BR-007
Normal,1.0,Variation2,838.8172244229711,BR-016
